Time Step,Performance Values
59,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
60,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
61,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
62,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
63,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
64,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
65,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
66,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239535003.13235798, 249765303.53699842, 249987081.77062947, 249978700.4061144, 249964880.09450725, 249942089.41936937, 249904500.80424005, 249842491.89981425, 249740159.1939153, 249571176.06872296, 249291847.31032655, 248829337.22921878, 248061372.0666639, 246780278.84958857, 244626539.97500625, 240958017.163511, 234567745.0941558, 222989578.64628506, 200434672.40183145, 149621705.5854338, 3175571.5653799437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 249664776.32545596, 249445834.37809986, 249082296.8141429, 248475855.88420808, 247456323.9808855, 245719727.17775103, 242694715.03607148, 237213869.50976664, 226537278.59680858, 202478333.6752323, 129710598.16431044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218043080.66869536, 248837276.31757444, 249992380.83500534, 249989299.80452886, 249982354.518797, 249970897.0719698, 249951988.95631477, 249920765.77652282, 249869153.9245432, 249783695.47772148, 249641797.79227433, 249405088.92680934, 249007140.45692816, 248329303.85529205, 247148566.94139045, 245009257.63312864, 240841763.2040846, 231452513.12409267, 203741725.88903224, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178149584.47110376, 249111310.26884273, 249998229.4584435, 249997319.23264775, 249995579.1994776, 249992708.71460184, 249987971.5806805, 249980149.099222, 249967218.55345967, 249945808.27045256, 249910258.0151357, 249850954.29515952, 249751254.50328052, 249581433.0986869, 249285617.8525195, 248749647.22078863, 247705546.39186677, 245350836.27245155, 237685899.1249993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
