Time Step,Satellite Index,Satellite Visible,Satellite Available,Active Satellite,Weighted Values,Unweighted Values,Availability,BER,Cost,Latency,Data Transfer Latency,Throughput,Weighted Availability,Weighted BER,Weighted Cost,Weighted Latency,Weighted Data Transfer Latency,Weighted Throughput,Values Used
62,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
62,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
62,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
63,1,Yes,Yes,Yes,0.17800732353969906,3.8884105461224165,0.56,0.7647058823529411,0.9836033324480903,0.5717152028246952,,0.0999859520378029,0.0,0.0,0.0,0.05717152028246952,0.09084001764588868,0.02999578561134087,Normal
63,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
63,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
63,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
64,1,Yes,Yes,Yes,0.2891882928555471,3.861414942409242,0.52,0.7058823529411765,0.9836033324480903,0.6424039744690176,,0.09997683576774775,0.10400000000000001,0.0,0.0,0.06424039744690177,0.09095484467832098,0.029993050730324326,Normal
64,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
64,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
64,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
65,1,Yes,Yes,Yes,0.376974066686463,3.8404792221987396,0.48,0.6470588235294118,0.9836033324480903,0.7250259602322815,,0.09996180032169602,0.096,0.08800000000000001,0.0,0.07250259602322816,0.09048293056672603,0.029988540096508805,Normal
65,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
65,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
65,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
66,1,Yes,Yes,Yes,0.3690339735247936,3.822304368293822,0.44,0.5882352941176471,0.9836033324480903,0.8166884555445049,,0.0999369967599257,0.08800000000000001,0.08000000000000002,0.0,0.08166884555445049,0.08938402894236541,0.02998109902797771,Normal
66,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
66,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
66,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
67,1,Yes,Yes,Yes,0.36038397990004084,3.797062768799248,0.4,0.5294117647058824,0.9836033324480903,0.907581305769095,,0.09989606367756612,0.08000000000000002,0.072,0.0,0.09075813057690951,0.08765703021986147,0.029968819103269834,Normal
67,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
67,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
67,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
68,1,Yes,Yes,Yes,0.3490064905378836,3.7445995322660655,0.36,0.47058823529411764,0.9836033324480903,0.9770737545861529,,0.09982847042748919,0.072,0.064,0.0,0.0977073754586153,0.08535057395102154,0.029948541128246756,Normal
68,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
68,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
68,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
69,1,Yes,Yes,Yes,0.3324852890335932,3.6407874508181135,0.32,0.4117647058823529,0.9836033324480903,1.0,,0.09971673892413062,0.064,0.05600000000000001,0.0,0.1,0.08257026735635398,0.029915021677239185,Normal
69,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
69,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
69,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
70,1,Yes,Yes,Yes,0.3099209894744744,3.4766909338800467,0.28,0.35294117647058826,0.9836033324480903,0.9659389773014497,,0.09953173489168751,0.05600000000000001,0.048,0.0,0.09659389773014498,0.07946757127682313,0.029859520467506253,Normal
70,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
70,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
70,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
71,1,Yes,Yes,Yes,0.28297399125399525,3.269011794393535,0.24,0.29411764705882354,0.9836033324480903,0.889983904262539,,0.09922454882666555,0.048,0.04000000000000001,0.0,0.0889983904262539,0.07620823617974165,0.029767364647999665,Normal
71,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
71,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
71,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
72,1,Yes,Yes,Yes,0.2542903088625037,3.044376315640515,0.2,0.23529411764705882,0.9836033324480903,0.7974200934785091,,0.09871211153983543,0.04000000000000001,0.032,0.0,0.07974200934785092,0.07293466605270214,0.029613633461950627,Normal
72,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
72,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
72,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
73,1,Yes,Yes,Yes,0.2257897780055034,2.822270468758413,0.16,0.17647058823529413,0.9836033324480903,0.7068723538016933,,0.0978506159900025,0.032,0.024,0.0,0.07068723538016934,0.0697473578283333,0.02935518479700075,Normal
73,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
73,3,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
73,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
74,1,Yes,Yes,Yes,0.1982688865925969,2.61117284346678,0.12,0.11764705882352941,0.9836033324480903,0.6264907153326714,,0.0963832068654044,0.024,0.016,0.0,0.06264907153326714,0.06670485299970844,0.028914962059621317,Normal
74,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
74,3,Yes,No,No,0.11804059192252625,2.164009251673353,0.0,0.0,0.9836033324480903,0.3217738901172146,,0.0,0.0,0.0,0.0,0.03217738901172146,0.08586320291080479,0.0,Penalty
74,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
75,1,Yes,Yes,Yes,0.17178654001760396,2.4126380659605706,0.08,0.058823529411764705,0.9836033324480903,0.5580307829218499,,0.09382709803766232,0.016,0.008,0.0,0.055803078292185,0.0638353323141203,0.028148129411298694,Normal
75,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
75,3,Yes,No,No,0.12368226917532499,2.2204260242013403,0.0,0.0,0.9836033324480903,0.3489890120903313,,0.0,0.0,0.0,0.0,0.03489890120903313,0.08878336796629185,0.0,Penalty
75,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
76,1,Yes,Yes,No,0.1459671998718295,2.2248836682493573,0.04,0.0,0.9836033324480903,0.5006041399675804,,0.08919583145851402,0.008,0.0,0.0,0.050060413996758035,0.06114803643751724,0.026758749437554206,Penalty
76,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
76,3,Yes,No,Yes,0.15585255167601672,2.367694384673301,0.0,0.0,0.9836033324480903,0.38102057337692735,,0.08721723226747814,0.0,0.0,0.0,0.03810205733769274,0.09158532465808056,0.026165169680243443,Normal
76,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
77,1,Yes,No,No,0.1279399016120664,2.102654610647289,0.0,0.0,0.9836033324480903,0.4524684621021277,,0.08017386896073259,0.0,0.0,0.0,0.04524684621021277,0.058640894713633845,0.024052160688219776,Penalty
77,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
77,3,Yes,No,Yes,0.16594270910020006,2.443960602396031,0.0,0.0,0.9836033324480903,0.4190472295971982,,0.09953491052702977,0.0,0.0,0.0,0.04190472295971982,0.0941775129823713,0.02986047315810893,Normal
77,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
78,1,Yes,No,No,0.1154630813081409,2.0185367810611523,0.0,0.0,0.9836033324480903,0.4120142274251051,,0.05984868223417352,0.0,0.0,0.0,0.04120142274251051,0.056307053895378316,0.017954604670252054,Penalty
78,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
78,3,Yes,Yes,Yes,0.1729149834641431,3.194577444239699,0.6818181818181818,0.0,0.9836033324480903,0.46466701943795247,,0.09999695233400213,0.0,0.0,0.0,0.04646670194379525,0.09644919582014723,0.02999908570020064,Normal
78,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
79,1,Yes,No,No,0.0922915199422568,1.9039780746183543,0.0,0.0,0.9836033324480903,0.3777506309849777,,0.0012702286261519775,0.0,0.0,0.0,0.03777506309849777,0.05413538825591344,0.00038106858784559325,Penalty
79,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
79,3,Yes,Yes,Yes,0.18024778050569976,4.022453334025101,0.6363636363636364,0.8,0.9836033324480903,0.5197820473937395,,0.09999571992181154,0.0,0.0,0.0,0.05197820473937395,0.09827085978978234,0.02999871597654346,Normal
79,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
80,1,Yes,No,No,0.08696365380244694,1.8532398704725597,0.0,0.0,0.9836033324480903,0.34849312669433863,,0.0,0.0,0.0,0.0,0.03484931266943386,0.05211434113301309,0.0,Penalty
80,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
80,3,Yes,Yes,Yes,0.1881569450266318,3.9894293233417955,0.5909090909090909,0.7333333333333333,0.9836033324480903,0.5865757113260595,,0.0999929418075188,0.0,0.0,0.0,0.058657571132605946,0.09950149135177022,0.02999788254225564,Normal
80,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
81,1,Yes,No,No,0.08256664698043735,1.8092698022524636,0.0,0.0,0.9836033324480903,0.32333444778059284,,0.0,0.0,0.0,0.0,0.032333444778059287,0.05023320220237806,0.0,Penalty
81,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
81,3,Yes,Yes,Yes,0.19669773927979223,3.9627252197096485,0.5454545454545454,0.6666666666666666,0.9836033324480903,0.6670123163115583,,0.09998835882878793,0.0,0.0,0.0,0.06670123163115584,0.1,0.029996507648636376,Normal
81,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
82,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
82,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
82,3,Yes,Yes,Yes,0.30572959490242435,3.9409376903072824,0.5,0.6,0.9836033324480903,0.7609192452160687,,0.09998079558252591,0.1,0.0,0.0,0.07609192452160687,0.09964343170605973,0.029994238674757773,Normal
82,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
83,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
83,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
83,3,Yes,Yes,Yes,0.37819382780134014,3.9171201493554246,0.45454545454545453,0.5333333333333333,0.9836033324480903,0.8621196822998755,,0.09996830631060913,0.09090909090909091,0.07272727272727274,0.0,0.08621196822998756,0.09835500404180621,0.029990491893182737,Normal
83,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
84,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
84,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
84,3,Yes,Yes,Yes,0.36678804607909504,3.872800591311527,0.4090909090909091,0.4666666666666667,0.9836033324480903,0.9521459653266473,,0.09994766156981728,0.08181818181818183,0.06363636363636364,0.0,0.09521459653266473,0.09613460562093966,0.029984298470945185,Normal
84,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
85,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
85,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
85,3,Yes,Yes,Yes,0.3503325489695974,3.7780109566709776,0.36363636363636365,0.4,0.9836033324480903,1.0,,0.09991347819108859,0.07272727272727274,0.05454545454545454,0.0,0.1,0.09308577823954353,0.029974043457326575,Normal
85,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
86,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
86,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
86,3,Yes,Yes,Yes,0.3266682383320192,3.611178338140523,0.3181818181818182,0.3333333333333333,0.9836033324480903,0.9820255923777518,,0.09985671911690973,0.06363636363636364,0.045454545454545456,0.0,0.09820255923777518,0.08941775426826198,0.029957015735072916,Normal
86,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
87,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
87,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
87,3,Yes,Yes,Yes,0.2969934232255265,3.3843165238649386,0.2727272727272727,0.26666666666666666,0.9836033324480903,0.9075269494628547,,0.09976203557072373,0.05454545454545454,0.03636363636363637,0.0,0.09075269494628548,0.08540302669893303,0.029928610671217118,Normal
87,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
88,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
88,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
88,3,Yes,Yes,Yes,0.2648885803919003,3.133283424001551,0.22727272727272727,0.2,0.9836033324480903,0.8098055732852066,,0.09960285618277126,0.045454545454545456,0.02727272727272727,0.0,0.08098055732852066,0.08129989348127553,0.029880856854831377,Normal
88,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
89,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
89,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
89,3,Yes,Yes,Yes,0.23262861652857705,2.880923024346597,0.18181818181818182,0.13333333333333333,0.9836033324480903,0.7100138405040973,,0.09933172154211682,0.03636363636363637,0.018181818181818184,0.0,0.07100138405040973,0.07728226147007772,0.029799516462635046,Normal
89,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
90,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
90,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
90,3,Yes,Yes,Yes,0.20185712853941196,2.643849703683037,0.13636363636363635,0.06666666666666667,0.9836033324480903,0.623542884253043,,0.09885942677655618,0.02727272727272727,0.009090909090909092,0.0,0.062354288425304306,0.07348137571750443,0.029657828032966852,Normal
90,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
91,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
91,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
91,3,Yes,Yes,Yes,0.17266186492296987,2.423305484662195,0.09090909090909091,0.0,0.9836033324480903,0.5514115253687137,,0.09800370305325146,0.018181818181818184,0.0,0.0,0.05514115253687138,0.06993778328830486,0.029401110915975436,Normal
91,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
92,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
92,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
92,3,Yes,Yes,Yes,0.1538809743489713,2.28428511991999,0.045454545454545456,0.0,0.9836033324480903,0.49224245361983937,,0.09633670528163384,0.009090909090909092,0.0,0.0,0.04922424536198394,0.06666480831158811,0.028901011584490148,Normal
92,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
93,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
93,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
93,3,Yes,No,Yes,0.13580074947179807,2.156448816666797,0.0,0.0,0.9836033324480903,0.4437278357535403,,0.09258100524963707,0.0,0.0,0.0,0.044372783575354034,0.06365366432155292,0.02777430157489112,Normal
93,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
94,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
94,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
94,3,Yes,No,Yes,0.12567893926009643,2.0773993443378287,0.0,0.0,0.9836033324480903,0.40349182227330543,,0.0814966903556129,0.0,0.0,0.0,0.04034918222733055,0.060880749926082015,0.02444900710668387,Normal
94,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
95,1,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
95,2,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
95,3,Yes,No,Yes,0.09526297625986137,1.936233095046704,0.0,0.0,0.9836033324480903,0.36948090311416026,,0.0,0.0,0.0,0.0,0.03694809031141603,0.05831488594844534,0.0,Normal
95,4,No,No,No,,,0.0,0.0,,0.0,,0.0,,,,,,,Penalty
